2240.000;0.3368E+02
2245.000;0.3315E+02
2250.000;0.3251E+02
2255.000;0.3173E+02
2260.000;0.3128E+02
2265.000;0.3114E+02
2270.000;0.3084E+02
2275.000;0.3066E+02
2280.000;0.3065E+02
2285.000;0.3032E+02
2290.000;0.2955E+02
2295.000;0.2855E+02
2300.000;0.2785E+02
2305.000;0.2793E+02
2310.000;0.2650E+02
2315.000;0.2377E+02
2320.000;0.2282E+02
2325.000;0.2259E+02
2330.000;0.2307E+02
2335.000;0.2248E+02
2340.000;0.2216E+02
2345.000;0.2259E+02
2350.000;0.2341E+02
2355.000;0.2490E+02
2360.000;0.2603E+02
2365.000;0.2429E+02
2370.000;0.2241E+02
2375.000;0.2169E+02
2380.000;0.2129E+02
2385.000;0.2075E+02
2390.000;0.2070E+02
2395.000;0.2083E+02
2400.000;0.2107E+02
